id,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,gap,launched_parsed,deadline_parsed
1480,Dogwood Brewing - Vancouver BC's Organic Brewery,Food,Food,CAD,2014-11-01,50000.0,2014-10-02 18:06:22,19410.0,failed,97,CA,17321.23,16978.66,43736.88,32678.77,2014-10-02 18:06:22,2014-11-01 00:00:00
1481,Made in America,Sculpture,Art,USD,2011-08-22,1000.0,2011-07-23 18:07:10,5656.01,successful,216,US,5656.01,5656.01,1000.0,-4656.01,2011-07-23 18:07:10,2011-08-22 00:00:00
1482,Paperclipmag,Web,Journalism,USD,2016-05-01,40000.0,2016-04-07 00:12:09,480.0,failed,5,US,480.0,480.0,40000.0,39520.0,2016-04-07 00:12:09,2016-05-01 00:00:00
1483,Making Comfort Station More Comfortable,Art,Art,USD,2013-03-27,3500.0,2013-02-25 02:56:11,4954.11,successful,162,US,4954.11,4954.11,3500.0,-1454.1099999999997,2013-02-25 02:56:11,2013-03-27 00:00:00
1484,SaleScout- The Clothing Store Sales App for your Smartphone,Software,Technology,USD,2011-04-21,10000.0,2011-01-20 03:25:57,216.0,failed,11,US,216.0,216.0,10000.0,9784.0,2011-01-20 03:25:57,2011-04-21 00:00:00
1485,Oscar's Journey: Oscar Conquers Fear,Children's Books,Publishing,USD,2014-05-18,15000.0,2014-04-15 02:46:17,11348.0,failed,67,US,11348.0,11348.0,15000.0,3652.0,2014-04-15 02:46:17,2014-05-18 00:00:00
1486,Beautiful Freak (the Novel) (Canceled),Fiction,Publishing,USD,2012-05-24,20000.0,2012-04-14 10:47:04,20.0,canceled,1,US,20.0,20.0,20000.0,19980.0,2012-04-14 10:47:04,2012-05-24 00:00:00
1487,E. Topness- A Natural Disaster: Learning to Survive Myself,Nonfiction,Publishing,USD,2013-12-27,5000.0,2013-11-27 14:14:45,595.0,failed,9,US,595.0,595.0,5000.0,4405.0,2013-11-27 14:14:45,2013-12-27 00:00:00
1488,A Book of International Travel Photography,Photography,Photography,USD,2011-07-30,900.0,2011-06-30 18:12:42,5.0,failed,1,US,5.0,5.0,900.0,895.0,2011-06-30 18:12:42,2011-07-30 00:00:00
1489,Bring Chosen to the finish line.,Fiction,Publishing,USD,2014-09-14,10000.0,2014-08-15 02:09:13,4.0,failed,1,US,4.0,4.0,10000.0,9996.0,2014-08-15 02:09:13,2014-09-14 00:00:00
1490,"Aquilae: Bestiary of the Realm (Dark Obelisk, Pathfinder/5E)",Tabletop Games,Games,USD,2017-11-28,2000.0,2017-09-29 16:32:55,25210.0,successful,295,US,5857.0,25210.0,2000.0,-3857.0,2017-09-29 16:32:55,2017-11-28 00:00:00
1491,The ORIGINAL Mouse Pouch - Take Your Mouse With You,Product Design,Design,USD,2017-05-30,800.0,2017-04-25 09:02:40,4741.0,successful,250,US,578.0,4741.0,800.0,222.0,2017-04-25 09:02:40,2017-05-30 00:00:00
1492,Money for Publication of 3 Reflective Books on Civilization,Publishing,Publishing,USD,2013-03-14,1100.0,2013-02-12 20:29:13,65.0,failed,1,US,65.0,65.0,1100.0,1035.0,2013-02-12 20:29:13,2013-03-14 00:00:00
1493,"Go-Phor Delivers: Anything, Anytime, Anywhere!",Apps,Technology,USD,2017-06-05,8000.0,2017-05-16 16:23:59,285.0,failed,4,US,0.0,285.0,8000.0,8000.0,2017-05-16 16:23:59,2017-06-05 00:00:00
1494,60 Days: A Personal Journal Project,Art,Art,USD,2010-07-10,1600.0,2010-04-23 02:18:58,2485.0,successful,10,US,2485.0,2485.0,1600.0,-885.0,2010-04-23 02:18:58,2010-07-10 00:00:00
1495,Absolute Beaute Fashion & Beauty Blitz!,Fashion,Fashion,USD,2013-06-21,4000.0,2013-05-22 22:31:04,0.0,failed,0,US,0.0,0.0,4000.0,4000.0,2013-05-22 22:31:04,2013-06-21 00:00:00
1496,The Wayfarers,Film & Video,Film & Video,USD,2012-03-07,6000.0,2012-01-07 07:15:24,161.0,failed,5,US,161.0,161.0,6000.0,5839.0,2012-01-07 07:15:24,2012-03-07 00:00:00
1497,Man Parrish + Michael Levine = M2  [ New Debut Album ],Music,Music,USD,2014-04-27,20000.0,2014-03-28 17:49:07,1210.0,failed,9,US,1210.0,1210.0,20000.0,18790.0,2014-03-28 17:49:07,2014-04-27 00:00:00
1498,The Cass Clutch • A Vintage Inspired Handbag,Accessories,Fashion,USD,2016-04-20,40000.0,2016-03-11 03:44:39,41278.0,successful,106,US,41278.0,41278.0,40000.0,-1278.0,2016-03-11 03:44:39,2016-04-20 00:00:00
1499,Pastel- album en pre-vente,Music,Music,CAD,2016-04-21,5000.0,2016-03-22 05:21:46,5182.0,,0,"N,0",,4069.42,3926.5,,2016-03-22 05:21:46,2016-04-21 00:00:00
1500,Taúlette Moderne | Freshen the Experience,Product Design,Design,USD,2017-05-04,6000.0,2017-03-30 13:53:42,6076.0,successful,28,US,640.0,6076.0,6000.0,5360.0,2017-03-30 13:53:42,2017-05-04 00:00:00
1501,Blue Bird Cultural Center,Art,Art,CAD,2015-05-02,500000.0,2015-03-03 19:09:42,0.0,failed,0,CA,0.0,0.0,413120.71,500000.0,2015-03-03 19:09:42,2015-05-02 00:00:00
1502,ANI (AS NATURE INTENDED) Where Style Meets Comfort,Fashion,Fashion,USD,2014-03-23,15000.0,2014-01-22 20:18:13,16826.0,successful,179,US,16826.0,16826.0,15000.0,-1826.0,2014-01-22 20:18:13,2014-03-23 00:00:00
1503,Girls Night Out,Shorts,Film & Video,USD,2011-12-03,700.0,2011-11-03 05:15:30,724.0,successful,24,US,724.0,724.0,700.0,-24.0,2011-11-03 05:15:30,2011-12-03 00:00:00
1504,"Zen Roasters Coffee, Art in a Cup Project",Drinks,Food,USD,2015-11-03,12000.0,2015-09-04 15:14:57,327.0,failed,4,US,327.0,327.0,12000.0,11673.0,2015-09-04 15:14:57,2015-11-03 00:00:00
1505,Strange Day on Maui_Jimi Hendrix 1970. _by Duff Hendrickson,Shorts,Film & Video,USD,2012-03-16,1800.0,2012-02-24 20:38:41,314.0,failed,10,US,314.0,314.0,1800.0,1486.0,2012-02-24 20:38:41,2012-03-16 00:00:00
1506,50 Shades of Cupcakes Poster,Graphic Design,Design,GBP,2015-09-25,600.0,2015-08-26 18:06:47,602.0,successful,16,GB,948.59,913.63,910.59,-348.59000000000003,2015-08-26 18:06:47,2015-09-25 00:00:00
1507,Help me publish Anastasia Learns How to Skip Count!,Children's Books,Publishing,USD,2016-04-07,3500.0,2016-02-22 22:05:58,640.0,failed,11,US,640.0,640.0,3500.0,2860.0,2016-02-22 22:05:58,2016-04-07 00:00:00
1508,"Ja, jaja. Långdistans-Podcast.",Radio & Podcasts,Publishing,SEK,2016-06-25,3000.0,2016-05-31 15:14:31,3805.0,successful,29,SE,455.18,451.21,355.75,2544.82,2016-05-31 15:14:31,2016-06-25 00:00:00
1509,Le Weekend - the magic y/ear,Indie Rock,Music,USD,2012-06-06,500.0,2012-05-07 20:08:52,636.0,successful,43,US,636.0,636.0,500.0,-136.0,2012-05-07 20:08:52,2012-06-06 00:00:00
1510,TIRED OF WAITING IN LINE? INTRODUCING *NO LINE NO WAITING*,Software,Technology,USD,2013-08-02,50000.0,2013-07-03 20:51:10,126.0,failed,6,US,126.0,126.0,50000.0,49874.0,2013-07-03 20:51:10,2013-08-02 00:00:00
1511,IMAGINATION VACATION YELLOWSTONE,Children's Books,Publishing,USD,2013-06-16,8000.0,2013-05-17 01:42:32,8340.0,successful,40,US,8340.0,8340.0,8000.0,-340.0,2013-05-17 01:42:32,2013-06-16 00:00:00
1512,Les Grands Lacs - The Great Lakes,Documentary,Film & Video,EUR,2017-10-13,4000.0,2017-09-07 18:44:50,4007.0,successful,55,FR,262.03,4732.27,4724.0,3737.9700000000003,2017-09-07 18:44:50,2017-10-13 00:00:00
1513,Maria the Korean Bride,Documentary,Film & Video,USD,2010-04-13,2900.0,2010-01-14 02:27:53,2900.51,successful,24,US,2900.51,2900.51,2900.0,-0.5100000000002183,2010-01-14 02:27:53,2010-04-13 00:00:00
1514,"Ice Cube Tray & Dispenser (by Intelligent Innovations, Corp)",Product Design,Design,USD,2016-03-22,30000.0,2016-01-22 09:37:44,36.0,failed,4,US,36.0,36.0,30000.0,29964.0,2016-01-22 09:37:44,2016-03-22 00:00:00
1515,BitLounger L & XL Storage System,Video Games,Games,USD,2017-08-24,5000.0,2017-07-24 04:32:54,3228.69,failed,29,US,650.0,3228.69,5000.0,4350.0,2017-07-24 04:32:54,2017-08-24 00:00:00
1516,STRAPON - The Cable Tie That You Cut/Tear From A Roll!,Product Design,Design,GBP,2017-02-22,35000.0,2017-01-18 18:46:47,1945.77,failed,145,GB,364.72,2442.84,43941.14,34635.28,2017-01-18 18:46:47,2017-02-22 00:00:00
1517,Parallel Bible: Volume 2,Art Books,Publishing,USD,2016-07-01,16000.0,2016-06-10 22:28:25,3664.0,failed,53,US,3664.0,3664.0,16000.0,12336.0,2016-06-10 22:28:25,2016-07-01 00:00:00
1518,Tinkachew Creative: Fusing art with industrial design,Product Design,Design,USD,2013-11-16,5000.0,2013-10-17 03:12:37,5125.0,successful,29,US,5125.0,5125.0,5000.0,-125.0,2013-10-17 03:12:37,2013-11-16 00:00:00
1519,STRANGE NEGOTIATIONS: The David Bazan Documentary,Documentary,Film & Video,USD,2017-04-06,75000.0,2017-03-07 16:18:36,86163.26,successful,1578,US,6780.0,86163.26,75000.0,68220.0,2017-03-07 16:18:36,2017-04-06 00:00:00
1520,Cone of Fame for ailing dogs and cats (Canceled),Product Design,Design,USD,2015-03-26,2500.0,2015-02-28 16:58:59,10.0,canceled,1,US,10.0,10.0,2500.0,2490.0,2015-02-28 16:58:59,2015-03-26 00:00:00
1521,Time Flies: Levitating Nixie Clock,Gadgets,Technology,GBP,2016-08-20,35000.0,2016-07-21 01:27:08,46889.0,successful,146,GB,8016.45,61952.01,46243.69,26983.55,2016-07-21 01:27:08,2016-08-20 00:00:00
1522,In Transit,Shorts,Film & Video,USD,2013-08-19,30000.0,2013-07-20 16:05:03,9677.0,failed,69,US,9677.0,9677.0,30000.0,20323.0,2013-07-20 16:05:03,2013-08-19 00:00:00
1523,The Adventures of Buddy & Bubba,Children's Books,Publishing,USD,2013-12-13,7500.0,2013-11-10 04:22:33,251.0,failed,7,US,251.0,251.0,7500.0,7249.0,2013-11-10 04:22:33,2013-12-13 00:00:00
1524,Chalk - Growth LP,Hip-Hop,Music,GBP,2016-05-06,1900.0,2016-04-06 18:12:16,669.0,failed,26,GB,954.1,969.52,2753.5,945.9,2016-04-06 18:12:16,2016-05-06 00:00:00
1525,America's Kingdom Issue 3/Mini Trade Print Run,Comic Books,Comics,USD,2017-03-16,2500.0,2017-03-01 00:22:11,3157.0,successful,147,US,1937.0,3157.0,2500.0,563.0,2017-03-01 00:22:11,2017-03-16 00:00:00
1526,The Forgetting Game - A Documentary,Documentary,Film & Video,USD,2010-07-02,7000.0,2010-05-17 06:01:49,7341.0,successful,52,US,7341.0,7341.0,7000.0,-341.0,2010-05-17 06:01:49,2010-07-02 00:00:00
1527,The Homebrewer's Pantry - A Local Homebrew Supply Store,Spaces,Food,USD,2014-04-08,3000.0,2014-03-09 21:36:51,3020.74,successful,52,US,3020.74,3020.74,3000.0,-20.73999999999978,2014-03-09 21:36:51,2014-04-08 00:00:00
1528,Album #2,Indie Rock,Music,CAD,2015-11-10,10000.0,2015-09-11 02:48:49,10017.0,successful,118,CA,7590.55,7528.75,7515.97,2409.45,2015-09-11 02:48:49,2015-11-10 00:00:00
1529,6 in a bowl food truck (Canceled),Food,Food,USD,2014-02-02,10000.0,2013-12-05 01:15:59,0.0,canceled,0,US,0.0,0.0,10000.0,10000.0,2013-12-05 01:15:59,2014-02-02 00:00:00
1530,A&R Woodworks,Art,Art,USD,2015-08-07,1000.0,2015-07-08 01:06:02,60.0,failed,1,US,60.0,60.0,1000.0,940.0,2015-07-08 01:06:02,2015-08-07 00:00:00
1531,A Prayer - Short Film,Drama,Film & Video,USD,2016-08-29,4000.0,2016-07-30 16:01:28,4565.0,successful,72,US,1208.0,4565.0,4000.0,2792.0,2016-07-30 16:01:28,2016-08-29 00:00:00
1532,"Thirsty Bear, To Love and Be Loved",Country & Folk,Music,USD,2016-10-07,5500.0,2016-09-07 17:02:08,791.0,failed,22,US,40.0,791.0,5500.0,5460.0,2016-09-07 17:02:08,2016-10-07 00:00:00
1533,Philosophical Ramblings of a 20-Something Insomniac,Nonfiction,Publishing,USD,2013-05-26,2500.0,2013-03-27 12:48:33,67.0,canceled,3,US,67.0,67.0,2500.0,2433.0,2013-03-27 12:48:33,2013-05-26 00:00:00
1534,Spring Mill Farmers Market in Conshohocken and Whitemarsh,Farmer's Markets,Food,USD,2016-05-05,5000.0,2016-03-30 18:11:31,818.0,failed,25,US,818.0,818.0,5000.0,4182.0,2016-03-30 18:11:31,2016-05-05 00:00:00
1535,Ice: Dance ITNY's Home Season Gala,Dance,Dance,USD,2013-10-27,11000.0,2013-10-04 18:54:08,11253.77,successful,52,US,11253.77,11253.77,11000.0,-253.77000000000044,2013-10-04 18:54:08,2013-10-27 00:00:00
1536,State of the Re:Union Video Documentaries,Radio & Podcasts,Publishing,USD,2010-08-22,5000.0,2010-07-20 01:16:09,5005.11,successful,135,US,5005.11,5005.11,5000.0,-5.109999999999673,2010-07-20 01:16:09,2010-08-22 00:00:00
1537,DG Slim ECO - Minimalst Wood Slim Wallet,Product Design,Design,USD,2016-04-02,250.0,2016-03-03 13:57:27,388.0,successful,20,US,388.0,388.0,250.0,-138.0,2016-03-03 13:57:27,2016-04-02 00:00:00
1538,Northstar,Graphic Novels,Comics,GBP,2016-10-08,5000.0,2016-09-03 11:47:04,5436.0,successful,10,GB,135.48,6651.82,6118.3,4864.52,2016-09-03 11:47:04,2016-10-08 00:00:00
1539,The SolSpyral,Public Art,Art,USD,2011-07-12,10000.0,2011-06-12 01:20:13,0.0,failed,0,US,0.0,0.0,10000.0,10000.0,2011-06-12 01:20:13,2011-07-12 00:00:00
1540,Student Loans For Beer Money's short film!,Shorts,Film & Video,USD,2011-03-09,1000.0,2011-02-07 01:44:34,50.0,failed,1,US,50.0,50.0,1000.0,950.0,2011-02-07 01:44:34,2011-03-09 00:00:00
1541,Dropouts - An Illustrated Bicycle Dropout Guide,Art Books,Publishing,USD,2013-03-01,2500.0,2013-01-01 23:03:28,3422.0,successful,101,US,3422.0,3422.0,2500.0,-922.0,2013-01-01 23:03:28,2013-03-01 00:00:00
1542,Muckville: a memoir of the public policy life of a farmer.,Nonfiction,Publishing,USD,2013-03-28,10000.0,2013-02-26 01:05:31,488.0,failed,13,US,488.0,488.0,10000.0,9512.0,2013-02-26 01:05:31,2013-03-28 00:00:00
1543,"The Show & Tell Show - TV show helping seniors, pets, & kids",Television,Film & Video,USD,2015-08-14,7660.0,2015-08-07 19:20:11,0.0,failed,0,US,0.0,0.0,7660.0,7660.0,2015-08-07 19:20:11,2015-08-14 00:00:00
1544,"Novella: profiling local designers, artists and creatives",Publishing,Publishing,CAD,2015-08-20,27000.0,2015-07-06 21:45:42,706.0,failed,10,CA,561.55,538.6,20598.11,26438.45,2015-07-06 21:45:42,2015-08-20 00:00:00
1545,"Venice, Italy Printmaking Residency",Mixed Media,Art,USD,2011-05-01,3000.0,2011-04-08 21:03:28,3445.0,successful,47,US,3445.0,3445.0,3000.0,-445.0,2011-04-08 21:03:28,2011-05-01 00:00:00
1546,Sharks4Kids First Book: Meet Norman the Nurse Shark,Children's Books,Publishing,USD,2015-10-26,8500.0,2015-09-26 15:48:57,16760.0,successful,131,US,16760.0,16760.0,8500.0,-8260.0,2015-09-26 15:48:57,2015-10-26 00:00:00
1547,Avery Stafford's END OF FIVE - The World Needs To Hear This!,Pop,Music,USD,2011-12-25,5555.0,2011-11-25 22:01:45,3743.0,failed,25,US,3743.0,3743.0,5555.0,1812.0,2011-11-25 22:01:45,2011-12-25 00:00:00
1548,Annual Yorkville Area 4th of July Celebration Fundraiser,Technology,Technology,USD,2014-08-08,1000.0,2014-07-09 17:39:37,0.0,failed,0,US,0.0,0.0,1000.0,1000.0,2014-07-09 17:39:37,2014-08-08 00:00:00
1549,WAVES: Transforming the Electronic Music Scene,Electronic Music,Music,USD,2017-10-01,5000.0,2017-08-27 22:47:24,5000.0,successful,12,US,685.0,5000.0,5000.0,4315.0,2017-08-27 22:47:24,2017-10-01 00:00:00
1550,theOutsiders Music: Our First Album,Faith,Music,USD,2015-05-21,17000.0,2015-04-21 17:04:08,17712.01,successful,124,US,17712.01,17712.01,17000.0,-712.0099999999984,2015-04-21 17:04:08,2015-05-21 00:00:00
1551,Practical Uses for a Time Machine,Shorts,Film & Video,USD,2014-02-15,5500.0,2014-01-16 01:32:32,5836.9,successful,138,US,5836.9,5836.9,5500.0,-336.89999999999964,2014-01-16 01:32:32,2014-02-15 00:00:00
1552,NEW version Soak off Gel Nail Polish - Remove with water!,Accessories,Fashion,HKD,2017-02-01,25000.0,2017-01-02 11:20:34,1898.0,failed,4,HK,148.29,244.61,3221.94,24851.71,2017-01-02 11:20:34,2017-02-01 00:00:00
1553,A CITY TO MAKE ME - THE MOVIE - INDIE SCI-FI NOIR,Film & Video,Film & Video,USD,2011-12-17,8500.0,2011-11-17 20:05:43,9715.0,successful,58,US,9715.0,9715.0,8500.0,-1215.0,2011-11-17 20:05:43,2011-12-17 00:00:00
1554,"Ember Falls by S. D. Smith, Author of The Green Ember",Children's Books,Publishing,USD,2016-06-12,40000.0,2016-05-16 13:58:27,55508.02,successful,1096,US,55508.02,55508.02,40000.0,-15508.019999999997,2016-05-16 13:58:27,2016-06-12 00:00:00
1555,Holga Goes Digital,Art,Art,USD,2012-04-21,6400.0,2012-02-21 22:03:52,600.0,failed,6,US,600.0,600.0,6400.0,5800.0,2012-02-21 22:03:52,2012-04-21 00:00:00
1556,Make Me King,Hip-Hop,Music,USD,2015-12-22,1500.0,2015-11-22 10:09:06,25.0,failed,1,US,25.0,25.0,1500.0,1475.0,2015-11-22 10:09:06,2015-12-22 00:00:00
1557,A Happy Healthy Living with Soap!,Crafts,Crafts,USD,2016-05-15,1500.0,2016-04-15 09:03:32,2.0,failed,2,US,2.0,2.0,1500.0,1498.0,2016-04-15 09:03:32,2016-05-15 00:00:00
1558,Dibble,Video Games,Games,USD,2013-11-01,1500.0,2013-10-02 19:58:32,872.0,failed,13,US,872.0,872.0,1500.0,628.0,2013-10-02 19:58:32,2013-11-01 00:00:00
1559,The Two Tracks SECOND ALBUM,Country & Folk,Music,USD,2016-11-05,16000.0,2016-10-11 18:53:32,16481.0,successful,330,US,1610.0,16481.0,16000.0,14390.0,2016-10-11 18:53:32,2016-11-05 00:00:00
1560,Running Burgers - Burger/sliders served on a moving belt,Restaurants,Food,DKK,2017-06-08,1650000.0,2017-05-09 09:22:52,5015.0,failed,8,DK,22.13,753.55,247926.43,1649977.87,2017-05-09 09:22:52,2017-06-08 00:00:00
1561,The Story of Gander: A Children's Fantasy Novel,Children's Books,Publishing,USD,2016-12-07,2300.0,2016-11-07 17:07:09,3865.0,successful,80,US,518.0,3865.0,2300.0,1782.0,2016-11-07 17:07:09,2016-12-07 00:00:00
1562,Postcards for My Fringe Show Drinking with the Dads.,Performance Art,Art,USD,2013-06-27,300.0,2013-06-13 23:16:19,300.0,successful,13,US,300.0,300.0,300.0,0.0,2013-06-13 23:16:19,2013-06-27 00:00:00
1563,GVST on the Mac,Software,Technology,GBP,2014-03-09,3500.0,2014-02-07 23:23:15,210.0,failed,21,GB,342.47,348.49,5808.16,3157.5299999999997,2014-02-07 23:23:15,2014-03-09 00:00:00
1564,GI OUTHAGATE EP :THE ANTICIPATIONDetermination over Pride,Hip-Hop,Music,USD,2016-04-06,20000.0,2016-03-07 01:20:04,0.0,failed,0,US,0.0,0.0,20000.0,20000.0,2016-03-07 01:20:04,2016-04-06 00:00:00
1565,Mariano Manzella's Dream,World Music,Music,USD,2014-04-09,4000.0,2014-03-10 20:00:42,4200.0,successful,38,US,4200.0,4200.0,4000.0,-200.0,2014-03-10 20:00:42,2014-04-09 00:00:00
1566,Where Clothes Lookbook,Fashion,Fashion,USD,2013-06-06,12000.0,2013-05-07 18:41:14,6003.0,failed,78,US,6003.0,6003.0,12000.0,5997.0,2013-05-07 18:41:14,2013-06-06 00:00:00
1567,MyRideTrac - Cool Tools for RideShare Drivers!,Apps,Technology,USD,2016-07-07,3000.0,2016-06-07 04:42:01,251.0,failed,2,US,251.0,251.0,3000.0,2749.0,2016-06-07 04:42:01,2016-07-07 00:00:00
1568,The Penitentiary : Battery Project,Public Art,Art,USD,2014-01-12,10000.0,2013-12-14 22:14:58,10321.0,successful,126,US,10321.0,10321.0,10000.0,-321.0,2013-12-14 22:14:58,2014-01-12 00:00:00
1569,Bike-Nest: An Easy Way to Lift & Store Bikes at the Ceiling,Product Design,Design,USD,2013-11-21,55000.0,2013-10-22 20:18:26,13684.0,failed,107,US,13684.0,13684.0,55000.0,41316.0,2013-10-22 20:18:26,2013-11-21 00:00:00
1570,The Cinderella Project,Theater,Theater,USD,2012-04-08,350.0,2012-03-08 23:27:13,605.0,successful,22,US,605.0,605.0,350.0,-255.0,2012-03-08 23:27:13,2012-04-08 00:00:00
1571,Absolutely Podcast,Television,Film & Video,USD,2017-03-10,135.0,2017-02-24 07:48:22,205.0,successful,4,US,0.0,205.0,135.0,135.0,2017-02-24 07:48:22,2017-03-10 00:00:00
1572,The College Project,Publishing,Publishing,USD,2018-01-07,10000.0,2017-12-08 19:08:12,2861.2,live,57,US,72.0,2861.2,10000.0,9928.0,2017-12-08 19:08:12,2018-01-07 00:00:00
1573,"Ethically Sourced, Natural Skin Care by Savvy Bohème",Crafts,Crafts,USD,2016-03-31,10000.0,2016-03-01 07:14:37,10447.0,successful,105,US,10447.0,10447.0,10000.0,-447.0,2016-03-01 07:14:37,2016-03-31 00:00:00
1574,Dear Baby Products DIY Skincare Kits,DIY,Crafts,USD,2015-09-12,9500.0,2015-08-13 18:47:04,2040.0,failed,4,US,2040.0,2040.0,9500.0,7460.0,2015-08-13 18:47:04,2015-09-12 00:00:00
1575,Arson Academy: Full Length Album Post Production,Music,Music,USD,2012-05-16,500.0,2012-04-04 05:58:26,731.89,successful,22,US,731.89,731.89,500.0,-231.89,2012-04-04 05:58:26,2012-05-16 00:00:00
1576,The Bacterionomicon,Art Books,Publishing,USD,2014-04-01,25000.0,2014-03-04 17:00:27,98113.31,successful,2108,US,98113.31,98113.31,25000.0,-73113.31,2014-03-04 17:00:27,2014-04-01 00:00:00
1577,The Box: Emma's Journey Continues,Film & Video,Film & Video,USD,2014-01-09,2000.0,2013-12-10 19:04:05,2000.0,successful,8,US,2000.0,2000.0,2000.0,0.0,2013-12-10 19:04:05,2014-01-09 00:00:00
1578,DocNet,Software,Technology,USD,2015-06-03,150000.0,2015-05-04 21:44:05,0.0,failed,0,US,0.0,0.0,150000.0,150000.0,2015-05-04 21:44:05,2015-06-03 00:00:00
1579,The Kind We Catch Here,Drama,Film & Video,USD,2016-12-16,3500.0,2016-11-16 20:07:12,4340.0,successful,32,US,200.0,4340.0,3500.0,3300.0,2016-11-16 20:07:12,2016-12-16 00:00:00
1580,TRADE PRACTICES 2014,Immersive,Theater,USD,2014-08-31,5000.0,2014-07-22 23:11:48,5077.0,successful,48,US,5077.0,5077.0,5000.0,-77.0,2014-07-22 23:11:48,2014-08-31 00:00:00
1581,Concept for a House of the Future of Austria,Public Art,Art,EUR,2017-03-29,2000.0,2017-02-27 21:01:10,10.0,canceled,1,AT,0.0,10.69,2138.19,2000.0,2017-02-27 21:01:10,2017-03-29 00:00:00
1582,"36 Questions, an Icebreaker",Playing Cards,Games,USD,2017-07-02,2000.0,2017-05-18 02:06:14,10.0,canceled,1,US,0.0,10.0,2000.0,2000.0,2017-05-18 02:06:14,2017-07-02 00:00:00
1583,TACTICO GEOMASTER GMT WATCH. LIMITED EDITION 88 PIECES.,Gadgets,Technology,EUR,2015-09-26,25000.0,2015-08-27 18:01:13,25499.0,successful,31,ES,29394.57,28456.8,27899.92,-4394.57,2015-08-27 18:01:13,2015-09-26 00:00:00
1584,"Fashion loves Technology: Lamour, the connected heating shoe",Wearables,Technology,EUR,2017-03-16,20000.0,2017-02-14 18:01:01,3211.0,canceled,15,FR,2616.37,3447.65,21473.97,17383.63,2017-02-14 18:01:01,2017-03-16 00:00:00
1585,The Villages of Orleans,Documentary,Film & Video,USD,2013-10-27,2500.0,2013-09-26 17:04:18,2525.0,successful,22,US,2525.0,2525.0,2500.0,-25.0,2013-09-26 17:04:18,2013-10-27 00:00:00
1586,GIA WARNER'S New CD The Assurance of Clouds.,Music,Music,USD,2012-06-18,10500.0,2012-05-16 04:26:05,12045.0,successful,55,US,12045.0,12045.0,10500.0,-1545.0,2012-05-16 04:26:05,2012-06-18 00:00:00
1587,Burros,Shorts,Film & Video,USD,2014-04-21,2500.0,2014-03-28 01:27:23,2620.0,successful,51,US,2620.0,2620.0,2500.0,-120.0,2014-03-28 01:27:23,2014-04-21 00:00:00
1588,A Relic Returns,Graphic Novels,Comics,USD,2017-03-19,20000.0,2017-02-02 16:41:00,0.0,canceled,0,US,0.0,0.0,20000.0,20000.0,2017-02-02 16:41:00,2017-03-19 00:00:00
1589,Leadership of the Artist,Nonfiction,Publishing,USD,2013-07-09,6000.0,2013-07-03 20:38:28,205.0,failed,3,US,205.0,205.0,6000.0,5795.0,2013-07-03 20:38:28,2013-07-09 00:00:00
1590,Our First Webseries Assistant Living,Webseries,Film & Video,USD,2009-12-31,2000.0,2009-10-02 20:36:30,325.0,failed,4,US,325.0,325.0,2000.0,1675.0,2009-10-02 20:36:30,2009-12-31 00:00:00
1591,Culinary Crossings,Food,Food,USD,2014-05-02,10000.0,2014-03-28 00:24:29,1384.0,failed,11,US,1384.0,1384.0,10000.0,8616.0,2014-03-28 00:24:29,2014-05-02 00:00:00
1592,Kürt?skalács In London,Food,Food,GBP,2014-11-16,10000.0,2014-09-17 23:12:30,93.0,failed,5,GB,151.02,145.85,15682.34,9848.98,2014-09-17 23:12:30,2014-11-16 00:00:00
